city,country,latitude,longitude,population
"Douala","Cameroon",4.0500,9.7000,2446945
"Douliu","Taiwan",23.7075,120.5439,106653
"Dourados","Brazil",-22.2208,-54.8058,225495
"Dover","United States",39.1610,-75.5203,117282
"Dover","United States",43.1887,-70.8845,94563
"Dovzhansk","Ukraine",48.0846,39.6516,95153
"Downey","United States",33.9379,-118.1312,111126
"Doğubayazıt","Turkey",39.5500,44.0833,121263
"Drammen","Norway",59.7439,10.2045,117510
"Drancy","France",48.9300,2.4500,71318
"Dresden","Germany",51.0500,13.7400,556549
"Drobeta-Turnu Severin","Romania",44.6361,22.6556,92617
"Drohobych","Ukraine",49.3500,23.5000,124269
"Drug","India",21.1900,81.2800,268806
"Drummondville","Canada",45.8833,-72.4833,68601
"Druzhkivka","Ukraine",48.6203,37.5278,59400
"Dschang","Cameroon",5.4500,10.0500,76524
"Dubai","United Arab Emirates",25.2697,55.3094,2502715
"Dublin","Ireland",53.3497,-6.2603,1173179
"Dublin","United States",37.7161,-121.8963,64826
"Dubna","Russia",56.7500,37.1500,75144
"Dubuque","United States",42.5008,-90.7067,68109
"Ducheng","China",23.2445,111.5342,85659
"Dudley","United Kingdom",52.5080,-2.0890,79379
"Duisburg","Germany",51.4322,6.7611,498590
"Duitama","Colombia",5.8219,-73.0297,126670
"Duluth","United States",46.7756,-92.1392,119476
"Dumaguete City","Philippines",9.3103,123.3081,131377
"Dumai","Indonesia",1.6667,101.4500,264084
"Dumangas","Philippines",10.8333,122.7167,69108
"Dumanjog","Philippines",10.0500,123.4833,51210
"Dundalk","United States",39.2703,-76.4942,63015
"Dundee","United Kingdom",56.4620,-2.9707,148270
"Dunedin","New Zealand",-45.8667,170.5000,106200
"Dunfermline","United Kingdom",56.0719,-3.4393,54050
"Dunhua","China",43.3667,128.2333,483811
"Dunhuang","China",40.1411,94.6616,186027
"Dunkerque","France",51.0383,2.3775,87353
"Durango","Mexico",24.0167,-104.6667,654876
"Durban","South Africa",-29.8583,31.0250,595061
"Durgāpur","India",23.5500,87.3200,566517
"Durham","United States",35.9794,-78.9031,424700
"Durrës","Albania",41.3167,19.4500,142432
"Dushanbe","Tajikistan",38.5731,68.7864,778500
"Dutse","Nigeria",11.8283,9.3158,153000
"Duyun","China",26.2672,107.5143,493574
"Dzerzhinsk","Russia",56.2333,43.4500,231797
"Dzerzhinskiy","Russia",55.6333,37.8500,55669
"Düren","Germany",50.8000,6.4833,90733
"Düsseldorf","Germany",51.2311,6.7724,645923
"Düzce","Turkey",40.8417,31.1583,240633
"Dāmghān","Iran",36.1681,54.3481,57331
"Dārayyā","Syria",33.4589,36.2372,84044
"Dąbrowa Górnicza","Poland",50.3182,19.2374,122712
"Dĩ An","Vietnam",10.9039,106.7679,73859
"Dūmā","Syria",33.5722,36.4019,123494
"Eagan","United States",44.8169,-93.1638,66372
"Eagle Pass","United States",28.7125,-100.4840,55686
"Ealing","United Kingdom",51.5175,-0.2988,85014
"East Ham","United Kingdom",51.5323,0.0554,76186
"East Hartford","United States",41.7634,-72.6152,50272
"East Kilbride","United Kingdom",55.7645,-4.1771,75390
"East London","South Africa",-33.0153,27.9116,338627
"East Los Angeles","United States",34.0326,-118.1691,121187
"East Orange","United States",40.7651,-74.2117,64367
"East Stroudsburg","United States",41.0023,-75.1779,57577
"Eastbourne","United Kingdom",50.7700,0.2800,103745
"Eastvale","United States",33.9617,-117.5802,64157
"Eau Claire","United States",44.8199,-91.4949,107404
"Ebetsu","Japan",43.1039,141.5361,119819
"Ecatepec","Mexico",19.6097,-99.0600,1656107
"Echague","Philippines",16.7000,121.6500,79094
"Ed Damazin","Sudan",11.7704,34.3500,186051
"EdDamer","Sudan",17.5900,33.9600,103941
"Ede","Netherlands",52.0436,5.6667,72460
"Eden Prairie","United States",44.8488,-93.4595,64893
"Edgware","United Kingdom",51.6185,-0.2729,76506
"Edina","United States",44.8914,-93.3602,52857
"Edinburg","United States",26.3197,-98.1596,101170
"Edinburgh","United Kingdom",55.9530,-3.1890,488050
"Edirne","Turkey",41.6781,26.5594,180327
"Edison","United States",40.5360,-74.3697,100447
"Edmond","United States",35.6689,-97.4159,94054
"Edmonton","Canada",53.5344,-113.4903,1062643
"Edmonton","United Kingdom",51.6154,-0.0708,82472
"Edogawa","Japan",35.6924,139.8757,690457
"Edéa","Cameroon",3.8000,10.1333,122300
"Eger","Hungary",47.8989,20.3747,52898
"Eilat","Israel",29.5500,34.9500,51935
"Eindhoven","Netherlands",51.4408,5.4778,398053
"Ejmiatsin","Armenia",40.1728,44.2925,57500
"Ekibastuz","Kazakhstan",51.7298,75.3266,159760
"El Bagre","Colombia",7.6047,-74.8086,50863
"El Banco","Colombia",9.0008,-73.9744,55530
"El Bayadh","Algeria",33.6831,1.0192,85577
"El Cajon","United States",32.8017,-116.9605,102708
"El Carmen de Bolívar","Colombia",9.7167,-75.1167,78729
"El Centro","United States",32.7867,-115.5586,111425
"El Cuá","Nicaragua",13.3679,-85.6728,59307
"El Ejido","Spain",36.7831,-2.8167,83758
"El Eulma","Algeria",36.1528,5.6900,155038
"El Fasher","Sudan",13.6300,25.3500,252609
"El Geneina","Sudan",13.4500,22.4400,162981
"El Hamma","Tunisia",33.8864,9.7951,73512
"El Jadid","Morocco",33.2566,-8.5025,180470
"El Kef","Tunisia",36.1667,8.7000,73706
"El Kelaa des Srarhna","Morocco",32.0500,-7.4000,1450021
"El Limón","Venezuela",10.3059,-67.6321,106206
"El Milia","Algeria",36.7500,6.2667,83931
"El Monte","United States",34.0739,-118.0291,115487
"El Obeid","Sudan",13.1833,30.2167,418280
"El Oued","Algeria",33.3683,6.8675,134699
"El Paso","United States",31.8479,-106.4309,843386
"El Paso de Robles","United States",35.6394,-120.6560,70248
"El Prat de Llobregat","Spain",41.3246,2.0953,65385
"El Progreso","Honduras",15.4000,-87.8000,143360
"El Puerto de Santa María","Spain",36.6000,-6.2167,88703
"El Salvador","Philippines",8.5667,124.5167,50204
"El Seibo","Dominican Republic",18.7700,-69.0400,97144
"El Talar de Pacheco","Argentina",-34.4719,-58.6550,50426
"El Tigre","Venezuela",8.8858,-64.2611,213524
"Elazığ","Turkey",38.6667,39.2167,421726
"Elbasan","Albania",41.1125,20.0822,78703
"Elbląg","Poland",54.1667,19.4000,119317
"Elche","Spain",38.2669,-0.6983,234765
"Elda","Spain",38.4789,-0.7967,52813
"Eldoret","Kenya",0.5167,35.2833,193830
"Elektrostal","Russia",55.8000,38.4500,158508
"Elgin","United States",42.0385,-88.3229,110849
"Elista","Russia",46.3167,44.2667,103132
"Elizabeth","United States",40.6657,-74.1912,129216
"Elizabethtown","United States",37.7030,-85.8770,78002
"Elk Grove","United States",38.4160,-121.3842,174775
"Elkhart","United States",41.6916,-85.9628,147567
"Ellesmere Port","United Kingdom",53.2790,-2.8970,55715
"Ellicott City","United States",39.2773,-76.8344,72665
"Ellore","India",16.7000,81.1000,203780
"Elmira","United States",42.0938,-76.8097,62989
"Eloy Alfaro","Ecuador",-2.1733,-79.8311,230839
"Elyria","United States",41.3761,-82.1063,53757
"Embu-Guaçu","Brazil",-23.8322,-46.8114,67296
"Emmen","Netherlands",52.7833,6.9000,107471
"Emmiganūr","India",15.7333,77.4833,95149
"Encarnación","Paraguay",-27.3333,-55.8667,136308
"Encarnación de Díaz","Mexico",21.5167,-102.2333,53555
"Encheng","China",22.1879,112.3131,509700
"Encinitas","United States",33.0490,-117.2613,62709
"Ende","Indonesia",-8.8333,121.6500,77205
"Enerhodar","Ukraine",47.4989,34.6558,53567
"Enfield","United Kingdom",51.6522,-0.0808,132640
"Engels","Russia",51.4667,46.1167,264990
"Ensenada","Mexico",31.8578,-116.6058,522768
"Entebbe","Uganda",0.0500,32.4600,69958
"Enterprise","United States",36.0164,-115.2208,171108
"Enugu","Nigeria",6.4403,7.4942,715774
"Envigado","Colombia",6.1719,-75.5803,228848
"Epe","Nigeria",6.5833,4.0000,181409
"Erbil","Iraq",36.1911,44.0094,846000
"Ercolano","Italy",40.8068,14.3526,52763
"Erdenet","Mongolia",49.0333,104.0833,106810
"Erechim","Brazil",-27.6339,-52.2739,106633
"Ereğli","Turkey",37.5058,34.0517,145389
"Ereğli","Turkey",41.2583,31.4250,175605
"Erfurt","Germany",50.9787,11.0328,203254
"Erie","United States",42.1168,-80.0733,184484
"Erlangen","Germany",49.5964,11.0044,111962
"Erode","India",11.3408,77.7172,151184
"Errachidia","Morocco",31.9319,-4.4244,92374
"Erzincan","Turkey",39.7464,39.4914,157452
"Erzurum","Turkey",39.9097,41.2756,767848
"Es Senia","Algeria",35.6478,-0.6239,96928
"Esbjerg","Denmark",55.4670,8.4500,72205
"Escada","Brazil",-8.3592,-35.2236,69292
"Escalante","Philippines",10.8333,123.5000,94070
"Eschweiler","Germany",50.8167,6.2833,56385
"Escondido","United States",33.1347,-117.0722,151625
"Escuintla","Guatemala",14.3004,-90.7800,107638
"Escuintla","Mexico",15.3194,-92.6583,107638
"Esfarāyen","Iran",37.0764,57.5100,59490
"Eskişehir","Turkey",39.7767,30.5206,871187
"Eslāmshahr","Iran",35.5333,51.2000,548620
"Esmeraldas","Ecuador",0.9500,-79.6667,154035
"Espejo","Chile",-33.5333,-70.7167,98804
"Esperanza","Philippines",6.7167,124.5167,66095
"Esperanza","Philippines",8.6760,125.6454,54801
"Espinal","Colombia",4.1486,-74.8819,75828
"Espoo","Finland",60.2100,24.6600,269802
"Esquipulas","Guatemala",14.6167,-89.2000,65000
"Essaouira","Morocco",31.5130,-9.7687,77966
"Essen","Germany",51.4508,7.0131,583109
"Esslingen","Germany",48.7406,9.3108,93542
"Esteban Echeverría","Argentina",-34.8167,-58.4667,109644
"Esteio","Brazil",-29.8608,-51.1789,80755
"Estelí","Nicaragua",13.0833,-86.3500,129924
"Estância","Brazil",-11.2678,-37.4378,69556
"Etchojoa","Mexico",26.8667,-109.6500,56129
"Etāwah","India",26.7855,79.0150,257448
"Euclides da Cunha","Brazil",-10.5078,-39.0139,60666
"Eugene","United States",44.0563,-123.1173,273439
"Euless","United States",32.8508,-97.0799,57197
"Euriápolis","Brazil",-16.3778,-39.5800,113191
"Euskirchen","Germany",50.6613,6.7873,57975
"Evanston","United States",42.0463,-87.6942,73473
"Evansville","United States",37.9881,-87.5341,230427
"Everett","United States",47.9525,-122.1669,111475
"Exeter","United Kingdom",50.7167,-3.5333,124180
"Ezhou","China",30.3972,114.8842,1059700
"Ezpeleta","Argentina",-34.7517,-58.2344,79557
"Ełk","Poland",53.8167,22.3500,62006
"Eşfahān","Iran",32.6447,51.6675,1756126
"E’erguna","China",50.2411,120.1720,76667
"Facatativá","Colombia",4.8147,-74.3553,117133
"Faenza","Italy",44.2856,11.8833,58797
"Fafe","Portugal",41.4500,-8.1667,50633
"Fairbanks","United States",64.8353,-147.6534,63245
"Fairfield","United States",38.2592,-122.0324,148683
"Fairfield","United States",41.1775,-73.2733,61740
"Faisalabad","Pakistan",31.4180,73.0790,3203846
"Fall River","United States",41.7137,-71.1014,89541
"Fancheng","China",39.1891,113.2729,76088
"Fangting","China",31.1282,104.1695,412758
"Fano","Italy",43.8435,13.0198,60978
"Fanzhuang","China",37.7771,114.9620,69155
"Fardīs","Iran",35.7247,50.9883,181174
"Fargo","United States",46.8652,-96.8292,208675
"Farg‘ona","Uzbekistan",40.3864,71.7864,340600
"Farmington","United States",36.7555,-108.1823,51309
"Farmington Hills","United States",42.4860,-83.3771,80612
"Farnborough","United Kingdom",51.2900,-0.7500,65034
"Faro","Portugal",37.0161,-7.9350,64560
"Farroupilha","Brazil",-29.2250,-51.3478,73061
"Farāh","Afghanistan",32.3436,62.1194,73647
"Farīdābād","India",28.4333,77.3167,1394000
"Fasā","Iran",28.9381,53.6481,110825
"Fatehpur","India",25.8804,80.8000,166480
"Fayetteville","United States",35.0846,-78.9776,327435
"Fayetteville","United States",36.0713,-94.1660,351246
"Faīẕābād","Afghanistan",37.1298,70.5792,64704
"Federal Way","United States",47.3091,-122.3358,96289
"Feicheng","China",36.1860,116.7720,946627
"Feira de Santana","Brazil",-12.2669,-38.9669,617528
"Felgueiras","Portugal",41.3667,-8.2000,58065
"Feltham","United Kingdom",51.4496,-0.4089,63368
"Fengcheng","China",37.4313,112.0270,128571
"Fengcheng","China",40.4543,124.0646,543933
"Fenggang","China",23.6271,116.5679,93148
"Fenglu","China",24.6728,102.9149,169366
"Fengning","China",41.2013,116.6433,99673
"Fengyicun","China",23.6636,116.6028,150138
"Fenyang","China",37.2652,111.7793,416212
"Ferizaj","Kosovo",42.3667,21.1667,108610
"Ferkessédougou","Côte D’Ivoire",9.5928,-5.1944,62008
"Fernandópolis","Brazil",-20.2839,-50.2458,68120
"Ferrara","Italy",44.8353,11.6199,132278
"Ferraz de Vasconcelos","Brazil",-23.5411,-46.3689,184700
"Ferrol","Spain",43.4844,-8.2328,65560
"Fethiye","Turkey",36.6206,29.1142,157745
"Fianarantsoa","Madagascar",-21.4333,47.0833,184184
"Fier","Albania",40.7167,19.5500,120655
"Figueira da Foz","Portugal",40.1508,-8.8618,62125
"Finchley","United Kingdom",51.5990,-0.1870,65812
"Fishers","United States",39.9589,-85.9661,95310
"Fiumicino","Italy",41.7667,12.2333,79630
"Flagstaff","United States",35.1872,-111.6195,81974
"Flensburg","Germany",54.7819,9.4367,90164
"Flint","United States",43.0235,-83.6922,332190
"Florence","Italy",43.7714,11.2542,380948
"Florence","United States",34.1781,-79.7877,93131
"Florence","United States",34.8303,-87.6654,79964
"Florence-Graham","United States",33.9682,-118.2447,65716
"Florencia","Colombia",1.6142,-75.6117,143871
"Florencio Varela","Argentina",-34.8167,-58.2833,426005
"Florencio Varela","Argentina",-34.8167,-58.3833,146704
"Flores","Guatemala",16.9333,-89.8833,144932
"Florianópolis","Brazil",-27.5933,-48.5530,477798
"Florida","Colombia",3.3217,-76.2347,58988
"Florida","Cuba",21.5294,-78.2228,71676
"Floridablanca","Colombia",7.0697,-73.0978,267170
"Floridablanca","Philippines",14.9333,120.5000,125163
"Florissant","United States",38.7996,-90.3269,50952
"Flower Mound","United States",33.0344,-97.1146,79135
"Fnidq","Morocco",35.8500,-5.3500,77436
"Focşani","Romania",45.6997,27.1797,79315
"Foggia","Italy",41.4584,15.5519,151372
"Foligno","Italy",42.9561,12.7033,56999
"Folsom","United States",38.6668,-121.1422,81328
"Fond du Lac","United States",43.7718,-88.4396,55209
"Fontana","United States",34.0968,-117.4599,214547
"Fontenay-sous-Bois","France",48.8517,2.4772,52939
"Forest","Belgium",50.8117,4.3181,56581
"Forlì","Italy",44.2225,12.0408,117863
"Formiga","Brazil",-20.4644,-45.4264,56404
"Formosa","Argentina",-26.1847,-58.1758,222226
"Formosa","Brazil",-15.5369,-47.3339,123684
"Forney","United States",32.7440,-96.4529,50251
"Fort Collins","United States",40.5478,-105.0656,312666
"Fort Lauderdale","United States",26.1412,-80.1464,182437
"Fort Myers","United States",26.6195,-81.8303,87103
"Fort Smith","United States",35.3493,-94.3695,125354
"Fort Wayne","United States",41.0886,-85.1437,334122
"Fort Worth","United States",32.7811,-97.3473,909585
"Fort-de-France","Martinique",14.6104,-61.0800,253995
"Fortaleza","Brazil",-3.7275,-38.5275,2452185
"Foshan","China",23.0292,113.1056,7905700
"Fouchana","Tunisia",36.6987,10.1693,74868
"Foumban","Cameroon",5.7167,10.9167,92673
"Fountain Valley","United States",33.7105,-117.9514,55357
"Fountainebleau","United States",25.7723,-80.3458,60547
"Foz do Iguaçu","Brazil",-25.5400,-54.5875,258248
"Framingham","United States",42.3085,-71.4368,74416
"Franca","Brazil",-20.5389,-47.4008,342112
"Francisco Beltrão","Brazil",-26.0808,-53.0550,78943
"Francisco I. Madero","Mexico",25.7753,-103.2731,50084
"Francisco Morato","Brazil",-23.2817,-46.7425,168243
"Francistown","Botswana",-21.1736,27.5125,89979
"Franco da Rocha","Brazil",-23.3286,-46.7244,145755
"Frankfurt","Germany",50.1136,8.6797,753056
"Frankfurt (Oder)","Germany",52.3500,14.5500,57873
"Franklin","United States",35.9216,-86.8525,83097
"Franklin","United States",40.4759,-74.5515,65554
"Frechen","Germany",50.9167,6.8167,52473
"Frederick","United States",39.4336,-77.4141,156787
"Fredericksburg","United States",38.2992,-77.4872,168909
"Fredericton","Canada",45.9636,-66.6431,58220
"Fredrikstad","Norway",59.2167,10.9500,82385
"Freetown","Sierra Leone",8.4833,-13.2331,951000
"Freiburg im Breisgau","Germany",47.9947,7.8497,230241
"Fremont","United States",37.5265,-121.9852,241110
"Fresnillo","Mexico",23.1750,-102.8675,110892
"Fresno","United States",36.7831,-119.7941,703498
"Friedrichshafen","Germany",47.6542,9.4792,60865
"Frisco","United States",33.1555,-96.8215,200490
"Frontera","Mexico",26.9260,-101.4490,70160
"Frutal","Brazil",-20.0250,-48.9408,60012
"Fryazino","Russia",55.9500,38.0500,60437
"Fréjus","France",43.4330,6.7370,52672
"Frýdek-Místek","Czechia",49.6881,18.3536,55006
"Fuchū","Japan",35.6689,139.4778,263093
"Fuding","China",27.2000,120.2000,542000
"Fuengirola","Spain",36.5417,-4.6250,82837
"Fuenlabrada","Spain",40.2833,-3.8000,194514
"Fuentes del Valle","Mexico",19.6325,-99.1386,74087
"Fugangcun","China",23.5899,116.5924,102012
"Fugu","China",39.0259,111.0683,124002
"Fuji","Japan",35.1614,138.6764,243739
"Fujimino","Japan",35.8794,139.5197,112745
"Fujin","China",47.2489,132.0341,470000
"Fukang","China",44.1523,87.9793,165006
"Fukayachō","Japan",36.2000,139.2833,141336
"Fukuchiyama","Japan",35.2967,135.1264,75924
"Fukui","Japan",36.0641,136.2196,260263
"Fukuoka","Japan",33.6000,130.4167,2128000
"Fukuroi","Japan",34.7503,137.9250,86851
"Fukushima","Japan",37.7608,140.4733,284282
"Fukuyama","Japan",34.4858,133.3625,459576
"Fulda","Germany",50.5528,9.6775,68586
"Fulham","United Kingdom",51.4828,-0.1950,87161
"Fullerton","United States",33.8841,-117.9279,138632
"Funato","Japan",34.2564,135.3111,53714
"Funchal","Portugal",32.6500,-16.9167,111892
"Fundación","Colombia",10.5172,-74.1922,90514
"Funing","China",39.8879,119.2314,76460
"Funtua","Nigeria",11.5204,7.3200,180475
"Funza","Colombia",4.7175,-74.2094,80937
"Fuqing","China",25.7232,119.3735,1316000
"Fuquan","China",26.7039,107.5087,283904
"Fusagasugá","Colombia",4.3372,-74.3644,139805
"Fushun","China",41.8708,123.8917,2024000
"Fussa","Japan",35.7386,139.3267,56713
"Fuxin","China",42.0127,121.6486,1930000
"Fuyang","China",30.0533,119.9519,771000
"Fuyang","China",32.8986,115.8045,8360000
"Fuyu","China",45.1804,124.8200,356905
"Fuzhou","China",26.0769,119.2917,5245000
"Fuzhou","China",27.9814,116.3577,4047200
"Fu’an","China",27.1000,119.6333,577000
"Fyfield","United Kingdom",51.7390,0.2722,104234
"Fyzābād","India",26.7504,82.1700,153047
"Fès","Morocco",34.0433,-5.0033,1112072
"Fürth","Germany",49.4783,10.9903,127748
"Fīrozābād","India",27.1500,78.3949,306409
"Gaalkacyo","Somalia",6.7697,47.4308,61200
"Gaborone","Botswana",-24.6569,25.9086,231626
"Gabrovo","Bulgaria",42.8711,25.3150,62938
"Gabès","Tunisia",33.8814,10.0983,116323
"Gadsden","United States",34.0090,-86.0156,60944
"Gadwāl","India",16.2300,77.8000,63177
"Gafsa","Tunisia",34.4167,8.7833,111170
"Gagnoa","Côte D’Ivoire",6.1333,-5.9333,123184
"Gainesville","United States",29.6804,-82.3458,202335
"Gainesville","United States",34.2903,-83.8301,167371
"Gaithersburg","United States",39.1346,-77.2132,67985
"Gaizhou","China",40.4019,122.3499,691595
"Galaţi","Romania",45.4233,28.0425,249432
"Gallarate","Italy",45.6649,8.7914,53425
"Galle","Sri Lanka",6.0395,80.2194,99478
"Galveston","United States",29.2487,-94.8910,50446
"Galway","Ireland",53.2729,-9.0418,79504
"Galátsi","Greece",38.0167,23.7500,59345
"Ganda","Angola",-13.0167,14.6333,235486
"Gandajika","Congo (Kinshasa)",-6.7500,23.9667,154425
"Gandía","Spain",38.9667,-0.1833,75798
"Gangneung","Korea, South",37.7556,128.8961,215677
"Gangtok","India",27.3300,88.6200,100286
"Gannan","China",47.9117,123.4978,59239
"Ganzhou","China",25.8292,114.9336,8677600
"Gaobeidian","China",39.3257,115.8678,640280
"Gaomi","China",36.3833,119.7500,868715
"Gaoping","China",30.7804,106.1300,2174000
"Gaoping","China",35.7911,112.9259,484862
"Gaoyou","China",32.7847,119.4432,811800
"Gaozhou","China",21.9135,110.8481,1414100
"Gapan","Philippines",15.3075,120.9453,110303
"Garanhuns","Brazil",-8.8903,-36.4928,136949
"Garbsen","Germany",52.4183,9.5981,60754
"García","Mexico",25.8167,-100.5833,145867
"Garden Grove","United States",33.7787,-117.9601,171644
"Gardena","United States",33.8944,-118.3073,59329
"Gardēz","Afghanistan",33.5931,69.2297,70000
"Garissa","Kenya",-0.4569,39.6583,65881
"Garland","United States",32.9100,-96.6305,239928
"Garoua","Cameroon",9.3000,13.4000,235996
"Gary","United States",41.5906,-87.3472,74879
"Garzón","Colombia",2.1961,-75.6292,69823
"Gashua","Nigeria",12.8705,11.0400,125817
"Gaspar","Brazil",-26.9308,-48.9589,70793
"Gastonia","United States",35.2494,-81.1853,182581
"Gatchina","Russia",59.5667,30.1333,94447
